Ref;Doi;Cat;Crop;Sowing_month;Irrigation;Continent;Country;Location;Latitude;Longitude;Scale;Region_map;Scale_map;y_map;x_map;Time_period;Future_time_slice1;Future_time_slice2;Baseline_time_slice1;Baseline_time_slice2;Future_midpoint;Baseline_midpoint;Scenario;GCM;Rainfall_change;Mean_T_change;Future_CO2;Model_name;Model_cat;Climate_factors;Param_assessed;Adapt_tested;Variable;Unit;Baseline_no_adapt;CC_no_adapt;CC_impact;CC_impact_cat;Baseline_adapt;CC_adapt;Adapt_impact;Adapt_impact_cat;Adapt_type;No_adapt_treatment;Adapt_treatment;Remarks;Data_source
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Kraljevo;43,43;20,42;Country;RS;Country;;;Near;2030;2030;1971;2000;2030;1985;A1B;HadCM;-10,6;1,7;454;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,4050404;4,562754136;0,34;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Kraljevo;43,43;20,42;Country;RS;Country;;;Near;2030;2030;1971;2000;2030;1985;A2;HadCM;-11,3;2,1;451;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,43862068;4,607751711;0,34;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Kraljevo;43,43;20,42;Country;RS;Country;;;Near;2050;2050;1971;2000;2050;1985;A1B;HadCM;-16,8;3,2;532;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,192901316;4,597777895;0,44;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Kraljevo;43,43;20,42;Country;RS;Country;;;Near;2050;2050;1971;2000;2050;1985;A2;HadCM;-19,9;3,9;532;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,194746873;4,472645622;0,4;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Krusevac;43,34;21,21;Country;RS;Country;;;Near;2030;2030;1971;2000;2030;1985;A1B;HadCM;-10,3;1,8;454;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,668003623;5,025164963;0,37;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Krusevac;43,34;21,21;Country;RS;Country;;;Near;2030;2030;1971;2000;2030;1985;A2;HadCM;-10,9;2,1;451;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,701329507;5,107834719;0,38;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Krusevac;43,34;21,21;Country;RS;Country;;;Near;2050;2050;1971;2000;2050;1985;A1B;HadCM;-15,6;3,2;532;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,693412724;5,466250832;0,48;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Krusevac;43,34;21,21;Country;RS;Country;;;Near;2050;2050;1971;2000;2050;1985;A2;HadCM;-18,4;3,3;532;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,688443682;5,348243339;0,45;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Nis;43,19;21,54;Country;RS;Country;;;Near;2030;2030;1971;2000;2030;1985;A1B;HadCM;-9,2;1,8;454;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,803391158;5,058510239;0,33;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Nis;43,19;21,54;Country;RS;Country;;;Near;2030;2030;1971;2000;2030;1985;A2;HadCM;-10;2,1;451;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,821507842;5,044390351;0,32;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Nis;43,19;21,54;Country;RS;Country;;;Near;2050;2050;1971;2000;2050;1985;A1B;HadCM;-14,8;3,2;532;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,827232026;5,358124836;0,4;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Nis;43,19;21,54;Country;RS;Country;;;Near;2050;2050;1971;2000;2050;1985;A2;HadCM;-17,5;3,9;532;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,836249239;5,102211488;0,33;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Novi Sad;45,12;19,3;Country;RS;Country;;;Near;2030;2030;1971;2000;2030;1985;A1B;HadCM;-11,2;1,7;454;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;4,012305746;5,296243585;0,32;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Novi Sad;45,12;19,3;Country;RS;Country;;;Near;2030;2030;1971;2000;2030;1985;A2;HadCM;-11,7;2;451;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;4,023414374;5,310906974;0,32;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Novi Sad;45,12;19,3;Country;RS;Country;;;Near;2050;2050;1971;2000;2050;1985;A1B;HadCM;-17,1;3;532;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;4,018825507;5,586167455;0,39;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Novi Sad;45,12;19,3;Country;RS;Country;;;Near;2050;2050;1971;2000;2050;1985;A2;HadCM;-20,2;3,7;532;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;4,026528683;5,435813722;0,35;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Pozega;43,49;20,02;Country;RS;Country;;;Near;2030;2030;1971;2000;2030;1985;A1B;HadCM;-11,8;1,7;454;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,161922325;4,648025818;0,47;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Pozega;43,49;20,02;Country;RS;Country;;;Near;2030;2030;1971;2000;2030;1985;A2;HadCM;-12,4;2,1;451;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,179104192;4,705074203;0,48;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Pozega;43,49;20,02;Country;RS;Country;;;Near;2050;2050;1971;2000;2050;1985;A1B;HadCM;-18,3;3,2;532;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,090255315;5,006213611;0,62;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Pozega;43,49;20,02;Country;RS;Country;;;Near;2050;2050;1971;2000;2050;1985;A2;HadCM;-21,5;3,8;532;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,186663733;5,098661973;0,6;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Sombor;45,28;19,03;Country;RS;Country;;;Near;2030;2030;1971;2000;2030;1985;A1B;HadCM;-13,2;1,4;454;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,118190906;4,178375814;0,34;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Sombor;45,28;19,03;Country;RS;Country;;;Near;2030;2030;1971;2000;2030;1985;A2;HadCM;-13,4;2,4;451;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,134605147;4,200370897;0,34;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Sombor;45,28;19,03;Country;RS;Country;;;Near;2050;2050;1971;2000;2050;1985;A1B;HadCM;-18,6;3,5;532;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,138372556;4,393721578;0,4;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Sombor;45,28;19,03;Country;RS;Country;;;Near;2050;2050;1971;2000;2050;1985;A2;HadCM;-21,8;4,1;532;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,144938039;4,277115734;0,36;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Vranje;42,28;21,54;Country;RS;Country;;;Near;2030;2030;1971;2000;2030;1985;A1B;HadCM;-7,6;1,8;454;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;2,798891711;3,918448395;0,4;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Vranje;42,28;21,54;Country;RS;Country;;;Near;2030;2030;1971;2000;2030;1985;A2;HadCM;-8,3;2,2;451;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;2,827446414;3,873601587;0,37;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Vranje;42,28;21,54;Country;RS;Country;;;Near;2050;2050;1971;2000;2050;1985;A1B;HadCM;-13,1;3,3;532;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;2,848564473;3,874047683;0,36;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Vranje;42,28;21,54;Country;RS;Country;;;Near;2050;2050;1971;2000;2050;1985;A2;HadCM;-15,7;4,1;532;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;2,863434012;3,665195536;0,28;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Zajecar;44,52;22,16;Country;RS;Country;;;Near;2030;2030;1971;2000;2030;1985;A1B;HadCM;-7,9;1,7;454;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,4545863;4,663691505;0,35;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Zajecar;44,52;22,16;Country;RS;Country;;;Near;2030;2030;1971;2000;2030;1985;A2;HadCM;-8,5;2;451;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,471000541;4,720560736;0,36;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Zajecar;44,52;22,16;Country;RS;Country;;;Near;2050;2050;1971;2000;2050;1985;A1B;HadCM;-12,3;3;532;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,455783486;4,976328221;0,44;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Zajecar;44,52;22,16;Country;RS;Country;;;Near;2050;2050;1971;2000;2050;1985;A2;HadCM;-14,4;3,7;532;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,456885087;4,874207973;0,41;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Cuprija;43,55;21,22;Country;RS;Country;;;Near;2030;2030;1971;2000;2030;1985;A1B;NCAR;-8,4;1,1;454;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,936394132;4,802400841;0,22;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Cuprija;43,55;21,22;Country;RS;Country;;;Near;2030;2030;1971;2000;2030;1985;A2;NCAR;-9,9;1,3;451;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,996001404;4,915081727;0,23;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Cuprija;43,55;21,22;Country;RS;Country;;;Near;2050;2050;1971;2000;2050;1985;A1B;NCAR;-14,6;2;532;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,958988175;5,463403682;0,38;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Cuprija;43,55;21,22;Country;RS;Country;;;Near;2050;2050;1971;2000;2050;1985;A2;NCAR;-17;2,5;532;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,9653654;5,55151156;0,4;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Dimitrovgrad;43,01;22,45;Country;RS;Country;;;Near;2030;2030;1971;2000;2030;1985;A1B;NCAR;-14,1;1,1;454;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,399367178;4,793107721;0,41;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Dimitrovgrad;43,01;22,45;Country;RS;Country;;;Near;2030;2030;1971;2000;2030;1985;A2;NCAR;-16,2;1,4;451;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,389711536;4,847287496;0,43;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Dimitrovgrad;43,01;22,45;Country;RS;Country;;;Near;2050;2050;1971;2000;2050;1985;A1B;NCAR;-22,4;2,1;532;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,389776934;5,491438633;0,62;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Dimitrovgrad;43,01;22,45;Country;RS;Country;;;Near;2050;2050;1971;2000;2050;1985;A2;NCAR;-26;2,5;532;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,377903859;5,505983291;0,63;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Kraljevo;43,43;20,42;Country;RS;Country;;;Near;2030;2030;1971;2000;2030;1985;A1B;NCAR;-9,9;1,1;454;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,4050404;4,460602924;0,31;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Kraljevo;43,43;20,42;Country;RS;Country;;;Near;2030;2030;1971;2000;2030;1985;A2;NCAR;-11,5;1,3;451;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,43862068;4,470206884;0,3;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Kraljevo;43,43;20,42;Country;RS;Country;;;Near;2050;2050;1971;2000;2050;1985;A1B;NCAR;-16,7;2;532;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,192901316;4,597777895;0,44;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Kraljevo;43,43;20,42;Country;RS;Country;;;Near;2050;2050;1971;2000;2050;1985;A2;NCAR;-19,5;2,4;532;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,194746873;4,568488028;0,43;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Krusevac;43,34;21,21;Country;RS;Country;;;Near;2030;2030;1971;2000;2030;1985;A1B;NCAR;-11;1,1;454;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,668003623;4,841764782;0,32;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Krusevac;43,34;21,21;Country;RS;Country;;;Near;2030;2030;1971;2000;2030;1985;A2;NCAR;-12,7;1,3;451;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,701329507;4,922768244;0,33;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Krusevac;43,34;21,21;Country;RS;Country;;;Near;2050;2050;1971;2000;2050;1985;A1B;NCAR;-18;2;532;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,693412724;5,35544845;0,45;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Krusevac;43,34;21,21;Country;RS;Country;;;Near;2050;2050;1971;2000;2050;1985;A2;NCAR;-20,9;2,5;532;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,688443682;5,348243339;0,45;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Nis;43,19;21,54;Country;RS;Country;;;Near;2030;2030;1971;2000;2030;1985;A1B;NCAR;-10,4;1,1;454;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,803391158;4,982442416;0,31;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Nis;43,19;21,54;Country;RS;Country;;;Near;2030;2030;1971;2000;2030;1985;A2;NCAR;-12;1,3;451;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,821507842;5,006175273;0,31;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Nis;43,19;21,54;Country;RS;Country;;;Near;2050;2050;1971;2000;2050;1985;A1B;NCAR;-17,2;2;532;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,827232026;5,358124836;0,4;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Nis;43,19;21,54;Country;RS;Country;;;Near;2050;2050;1971;2000;2050;1985;A2;NCAR;-20;2,4;532;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,836249239;5,370748935;0,4;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Novi Sad;45,12;19,3;Country;RS;Country;;;Near;2030;2030;1971;2000;2030;1985;A1B;NCAR;-6,1;1;454;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;4,012305746;5,296243585;0,32;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Novi Sad;45,12;19,3;Country;RS;Country;;;Near;2030;2030;1971;2000;2030;1985;A2;NCAR;-7,3;1,2;451;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;4,023414374;5,310906974;0,32;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Novi Sad;45,12;19,3;Country;RS;Country;;;Near;2050;2050;1971;2000;2050;1985;A1B;NCAR;-10,7;1,9;532;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;4,018825507;5,746920476;0,43;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Novi Sad;45,12;19,3;Country;RS;Country;;;Near;2050;2050;1971;2000;2050;1985;A2;NCAR;-12,5;2,3;532;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;4,026528683;5,757936016;0,43;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Pozega;43,49;20,02;Country;RS;Country;;;Near;2030;2030;1971;2000;2030;1985;A1B;NCAR;-9,5;1,1;454;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,161922325;4,489929702;0,42;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Pozega;43,49;20,02;Country;RS;Country;;;Near;2030;2030;1971;2000;2030;1985;A2;NCAR;-11,1;1,3;451;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,179104192;4,546118994;0,43;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Pozega;43,49;20,02;Country;RS;Country;;;Near;2050;2050;1971;2000;2050;1985;A1B;NCAR;-15,9;2;532;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,090255315;4,944408505;0,6;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Pozega;43,49;20,02;Country;RS;Country;;;Near;2050;2050;1971;2000;2050;1985;A2;NCAR;-18,6;2,4;532;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,186663733;5,13052861;0,61;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Sombor;45,28;19,03;Country;RS;Country;;;Near;2030;2030;1971;2000;2030;1985;A1B;NCAR;-7;1,5;454;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,118190906;4,178375814;0,34;Positive;;;;;;;;;
Jancic et al. 2015;10.1017/S0021859615000179;Impact;Soybean;April;Irrigated;Europe;Serbia;Sombor;45,28;19,03;Country;RS;Country;;;Near;2030;2030;1971;2000;2030;1985;A2;NCAR;-8;1,7;451;SOYGRO;Process-based model;Temperature/Rainfall/CO2/Temperature stress;Grain yield/Water productivity/Irrigation demand;;Yield;tDM/ha;3,134605147;4,200370897;0,34;Positive;;;;;;;;;
